behavior,Qp1,Qp2,evidence,arbitration,subject
0,-0.32028,-1.9577,1.5861,0.0068097,1
0,-1.7816,-1.406,-1.4149,0.0084104,1
0,-1.6552,-1.3801,-0.47001,0.0082372,1
0,-1.0644,-0.92642,-0.53652,0.0082291,1
0,-0.88076,-0.41155,-0.011184,0.0082287,1
0,-1.6909,-0.63419,-1.0317,0.0082287,1
0,-1.8069,-2.002,0.97846,0.0082287,1
0,-1.4224,-1.6137,-0.3735,0.0082287,1
0,-0.89756,-1.2253,-0.53199,0.0082287,1
0,-1.9256,-0.21991,-0.43976,0.0082287,1
0,-1.2331,0.40311,-0.47017,0.0082287,1
0,-1.8244,0.5146,-0.90351,0.070422,1
0,-1.6572,-0.34394,0.37538,0.20324,1
0,-1.4934,1.3433,1.2665,0.30677,1
0,-1.4857,-0.46959,1.5773,0.40646,1
0,-1.2514,0.268,0.17009,0.40031,1
0,-0.92853,-1.4249,1.0929,0.4539,1
0,-0.87439,-1.4221,-0.41309,0.45343,1
1,0.063853,1.9509,2.1965,0.50567,1
1,1.1995,0.25816,0.17452,0.50145,1
1,0.74597,1.9063,0.89729,0.50165,1
1,1.8553,1.49,-1.1624,0.50164,1
1,1.3616,1.1414,-0.5395,0.50164,1
1,1.8452,0.46698,-0.17918,0.50164,1
1,1.2051,0.55873,-0.97975,0.50164,1
1,0.90218,0.48077,-0.61369,0.50164,1
1,0.34214,0.72391,-0.72725,0.50164,1
0,-0.38591,1.1878,-0.6807,0.50164,1
0,-1.3948,-0.84708,0.6841,0.55114,1
0,-1.0522,-1.4773,-0.067174,0.55244,1
0,-0.95817,-1.7125,-0.20935,0.5525,1
0,-0.32995,-1.4767,-0.81215,0.55249,1
0,-0.5344,-0.76643,0.17458,0.55249,1
1,0.27474,-0.8565,-1.1725,0.55249,1
1,1.1704,1.4015,1.0509,0.59121,1
1,1.4074,1.1373,-0.33972,0.59038,1
1,1.8474,1.2483,-0.73311,0.59046,1
1,1.868,1.6648,0.067669,0.59047,1
1,1.2452,2.0546,-0.64122,0.59047,1
1,0.70913,1.0445,0.1209,0.59047,1
1,0.060174,1.7787,-0.302,0.59047,1
1,0.38061,1.6486,-0.57765,0.59047,1
0,-0.81297,1.3134,-1.3443,0.59047,1
1,0.37864,-1.5816,1.3986,0.61627,1
1,0.66847,0.38035,1.4182,0.64121,1
1,1.1889,-0.18571,-0.33677,0.63965,1
1,0.51155,0.7749,-0.091596,0.65869,1
1,0.94762,0.28525,-0.32329,0.66003,1
1,1.5529,1.3728,0.12578,0.66011,1
1,0.72356,-1.5788,1.8684,0.71087,1
0,0.021864,0.62728,1.2143,0.72362,1
0,-0.71283,0.031534,-0.54701,0.72192,1
1,-0.04553,0.82623,-0.25788,0.722,1
0,-0.32612,-0.78177,1.0497,0.72273,1
1,0.3235,-1.2685,-0.56759,0.72269,1
1,0.19803,0.27164,1.1523,0.73425,1
1,0.69898,0.79636,-0.35903,0.73578,1
1,-0.40256,-1.8487,1.1864,-1.6354,1
0,-1.0446,1.3139,2.3058,-1.4103,1
0,-0.25604,-0.6355,0.84133,-1.3102,1
0,0.24882,-1.056,-0.47499,-1.3084,1
0,1.2472,-1.4871,-1.0212,-1.3083,1
0,0.7872,-1.0137,-0.36775,-1.3083,1
1,0.33675,-0.7447,-0.57576,-1.3083,1
0,0.70549,0.78981,0.87144,-1.1774,1
0,1.0347,-1.9352,2.1907,-0.99806,1
0,0.62127,-1.0759,0.098087,-1.0063,1
1,1.4206,-1.1178,-1.213,-1.006,1
1,1.6531,0.56664,1.1859,-0.76836,1
1,1.8199,0.89246,-0.1946,-0.7552,1
1,1.9447,1.6481,0.31313,-0.75458,1
1,1.9116,1.6836,-0.35444,-0.75459,1
1,1.3252,1.603,-0.931,-0.75459,1
1,1.0638,0.69429,0.32261,-0.75459,1
1,0.97353,1.3509,0.2461,-0.75459,1
1,1.4371,1.8753,-0.3172,-0.75459,1
1,0.87408,1.6942,-0.79712,-0.75459,1
1,1.5494,0.61631,0.03627,-0.75459,1
1,1.2302,1.3061,0.023016,-0.75459,1
1,1.2543,0.5981,0.37594,-0.75459,1
1,1.0604,-0.25776,0.34244,-0.75459,1
0,0.46653,-0.38018,-0.89475,-0.73184,1
1,0.24373,-0.87951,-0.072029,-0.73874,1
1,0.35024,0.78348,1.3052,-0.62123,1
1,0.97904,0.45018,-0.70838,-0.62416,1
1,0.89158,0.39341,-0.39298,-0.62442,1
1,0.22468,0.88434,-0.58265,-0.62442,1
1,0.93416,0.90737,-1.1317,-0.62442,1
1,0.22668,1.7311,-0.27218,-0.62442,1
1,0.73931,1.3996,-0.57905,-0.62442,1
1,0.41248,0.97268,-0.26711,-0.62442,1
0,-0.18767,-1.5564,1.6749,-0.62442,1
1,0.40797,-1.0992,-0.53829,-0.62442,1
0,0.39693,-0.37853,0.40417,-0.61563,1
0,0.4354,-0.34471,-0.36222,-0.6037,1
0,0.32024,-0.34313,-0.48335,-0.60409,1
0,0.93864,0.93204,0.31178,-0.53815,1
0,0.031955,-1.1059,0.80278,-0.44809,1
1,0.69119,0.27927,0.3834,-0.4479,1
1,0.99503,-0.43725,0.06897,-0.4475,1
1,0.81435,-1.6637,0.75404,-0.4475,1
1,1.3127,1.3225,2.2793,-0.23651,1
1,0.71229,-0.34717,0.7545,-0.14964,1
1,-0.44652,1.7134,0.54221,-0.16316,1
0,-1.0467,1.2342,-0.51989,-0.16743,1
1,-1.1139,-1.3385,2.3236,0.011101,1
0,-1.8188,1.5023,1.8903,0.17829,1
0,-1.8129,-0.37986,1.6535,0.30725,1
1,-1.9296,0.3956,0.34348,0.30796,1
0,-0.4535,-0.51405,-1.0483,0.3478,1
1,0.7074,-0.14541,-1.2716,0.32138,1
1,1.1517,0.36547,-0.3099,0.36665,1
1,1.2506,-0.39207,0.34447,0.36814,1
1,0.70938,-1.1269,-0.17957,0.36805,1
0,-0.21273,-0.050767,-0.24441,0.35533,1
0,-0.56789,-0.82292,0.070563,0.35092,1
0,0.27317,-1.9697,-0.07717,0.35088,1
1,0.78048,-1.4477,-0.36907,0.35089,1
1,-0.053441,1.5795,1.9441,0.41566,1
1,0.6482,0.5698,-0.066495,0.41436,1
1,0.057315,0.44016,-0.8836,0.41413,1
0,-0.98408,0.722,-1.2295,0.41414,1
0,-0.33117,-0.41647,0.12644,0.44835,1
0,-1.3922,0.14709,-0.95005,0.44896,1
0,-1.8318,-0.85477,0.22106,0.51327,1
0,-1.7355,-1.0252,-0.28134,0.51207,1
0,-1.4971,-0.53958,-0.10441,0.51193,1
0,-0.62815,-1.7919,0.0043431,0.51193,1
0,-0.19751,-1.8095,-0.82253,0.51193,1
0,-0.45021,-1.3168,-0.11284,0.51193,1
0,-0.77397,-0.59439,0.052733,0.51193,1
1,0.029577,0.05648,-0.56575,0.51193,1
1,0.84703,-1.3937,0.27436,0.51193,1
1,0.45652,-1.9965,-0.15072,0.51193,1
1,0.28225,-1.8603,-0.40594,0.51193,1
1,1.8336,1.7246,1.7309,0.58795,1
1,1.3215,1.4815,-0.67303,0.58466,1
1,0.90765,1.4701,-0.81027,0.58451,1
0,0.030501,1.6341,-1.1702,0.58451,1
0,-0.67344,-0.94953,1.6161,0.61661,1
0,-0.19963,-0.82396,-0.75572,0.61439,1
0,-0.1774,-0.36561,0.11065,0.61428,1
0,-1.19,-0.17958,-1.2996,0.61428,1
0,-0.80868,0.85745,0.32457,0.61428,1
0,-0.79079,-0.36899,0.93791,0.64997,1
0,-0.86793,-1.1669,0.4122,0.65212,1
0,-1.7293,-1.7802,-0.67128,0.65222,1
0,-1.5358,-0.90406,0.36448,0.65222,1
0,-1.4097,-0.45164,-0.012948,0.65222,1
0,-0.23418,-0.92399,-1.1771,0.65222,1
1,0.015916,-1.522,0.0028013,0.65222,1
1,0.72943,1.2881,1.8477,0.68912,1
1,0.21708,1.749,-0.44023,0.69079,1
1,0.81684,1.2359,-0.48308,0.69072,1
1,0.96194,0.67707,0.0794,0.69071,1
1,1.9045,1.6792,-0.34669,0.69071,1
1,0.49416,1.7709,0.96617,-1.6354,1
1,0.36199,1.4014,-0.10869,-1.6354,1
1,1.2135,1.9188,-0.76287,-1.6354,1
1,1.2145,1.9431,-0.33007,-1.6354,1
1,1.4874,1.6563,-0.35624,-1.6354,1
1,1.6562,1.5194,-0.39907,-1.6354,1
1,1.4692,0.56698,0.45353,-1.6354,1
1,1.0315,1.4683,0.11573,-1.6354,1
1,1.4399,1.9219,-0.33054,-1.6354,1
1,1.0302,1.5319,-0.40016,-1.6354,1
1,1.5568,1.4725,-0.88616,-1.6354,1
1,1.7764,0.77044,0.14856,-1.6354,1
0,-1.5662,0.81976,-4.0778,-1.6354,1
0,-1.3722,0.41075,-0.13626,-1.5111,1
0,-1.9479,1.3787,0.031111,-1.5065,1
0,-1.2341,-1.2494,1.6527,-1.1956,1
0,-1.4346,-0.7969,-0.096861,-1.192,1
0,-1.6389,-0.48774,-0.25478,-1.1918,1
0,-1.1416,-0.061913,-0.46073,-1.1919,1
0,-1.3912,-0.28873,-0.39405,-1.1919,1
0,-0.77913,-0.71069,-0.59458,-1.1919,1
0,-1.4522,-1.2652,-0.52153,-1.1919,1
0,-1.4448,-1.4969,-0.11529,-1.1919,1
0,-1.1715,-1.6723,-0.47584,-1.1919,1
0,-0.49591,-0.94013,-0.33423,-1.1919,1
0,-1.7118,-1.276,-1.3688,-1.1919,1
0,-1.7689,-1.2917,-0.40254,-1.1919,1
0,-1.3817,-1.0868,-0.57293,-1.1919,1
0,-0.93464,-0.74813,-0.49731,-1.1919,1
0,-0.95265,-1.8428,0.7967,-1.1919,1
0,-0.25172,-1.0715,-0.32093,-1.1919,1
0,-0.25782,-1.6935,0.304,-1.1919,1
0,-0.063169,-0.85886,0.31872,-1.1919,1
1,-0.4829,0.61992,0.75418,-1.1919,1
1,-1.7502,0.19572,-1.3323,-1.1542,1
0,-1.6537,-0.68796,0.48215,-0.94155,1
1,-1.6492,0.7102,1.1369,-0.68891,1
1,-0.75225,-1.0751,0.54339,-0.54691,1
0,-0.74916,1.1445,2.018,-0.37401,1
1,0.30365,-1.3838,1.1628,-0.3043,1
1,-0.50468,1.8704,2.2161,-0.21167,1
1,0.705,1.077,-0.87194,-0.2159,1
1,0.56682,1.5334,-0.022448,-0.2157,1
1,0.6773,0.074048,1.0827,-0.21571,1
0,0.87742,-0.77593,0.32902,-0.14972,1
1,0.029082,1.2819,0.89004,-0.09052,1
0,-0.36161,0.84376,-0.32715,-0.096674,1
0,-1.3156,-1.11,0.65921,-0.0052252,1
1,-1.4384,0.07342,0.77343,-0.0068422,1
1,-0.9373,1.1572,0.23944,0.055617,1
0,0.060901,0.26206,-0.52405,0.026717,1
1,0.10774,0.096663,-0.23079,0.032928,1
1,0.96766,-1.2273,0.091237,0.034007,1
1,1.2419,-0.67246,-0.070709,0.033993,1
1,1.9566,1.04,0.67124,0.16659,1
1,1.6782,0.87354,-0.4912,0.16073,1
1,0.33957,-0.65616,-0.22925,0.16046,1
0,-0.69793,0.91736,0.15782,0.17827,1
0,-0.66863,0.82665,-0.29095,0.16943,1
0,-0.51131,-1.6044,2.0701,0.24474,1
0,-0.62089,-1.6773,-0.40067,0.24859,1
0,-0.93793,-0.57018,0.47228,0.24857,1
0,-1.4596,0.4278,0.12422,0.24857,1
0,-0.78234,-0.30688,-0.33342,0.31006,1
0,-1.3744,1.5096,0.92112,0.31278,1
0,-1.0902,-1.6135,2.6678,0.43859,1
0,-0.53109,-0.89624,-0.21864,0.43255,1
0,-0.73878,-0.6158,-0.28931,0.43255,1
0,-0.90447,-1.3019,0.19243,0.43256,1
0,-1.0292,-0.96389,-0.13399,0.43256,1
0,-0.68417,-1.6473,-0.013034,0.43256,1
0,-1.4087,-0.6099,-0.062747,0.43256,1
0,-1.2478,0.26141,0.39611,0.43256,1
0,-0.38253,-0.68488,-0.31919,0.45855,1
1,0.67174,-0.8938,-1.3221,0.45648,1
1,0.4483,0.94734,1.3639,0.51156,1
0,-0.030039,-0.61156,0.77377,0.50866,1
1,1.2341,-1.096,-1.2642,0.50864,1
1,0.63063,0.44427,0.61249,0.55128,1
1,0.91422,-1.0465,0.92078,0.58846,1
1,1.2784,0.65225,1.0524,0.63826,1
0,-0.14704,0.60856,-1.9183,0.63559,1
1,-0.95469,-1.7792,1.2892,0.65623,1
0,-0.79764,1.1115,2.5625,0.70609,1
0,-0.36141,-1.7556,2.2219,0.73763,1
1,0.75071,-0.90291,-0.69826,0.73579,1
1,1.1538,0.45333,0.6418,0.76079,1
1,1.1337,0.39356,-0.31366,0.76031,1
1,0.85985,0.55529,-0.49115,0.76031,1
1,1.3148,0.069289,-0.34858,0.76031,1
1,-0.028369,0.41668,-1.5003,0.76031,1
1,0.49342,-0.10174,-0.38931,0.76031,1
1,0.47892,-0.66078,0.22718,0.76759,1
1,0.94609,1.6986,1.6435,0.78654,1
1,0.38319,-1.8514,2.8101,0.8165,1
0,-0.033094,1.1081,2.3434,0.82996,1
1,1.4679,-0.43949,-0.3935,0.83449,1
1,0.40767,0.47507,-0.57335,0.84391,1
0,-0.34385,1.9165,0.33939,0.84338,1
0,-1.2603,-1.314,-0.35497,-1.6354,1
1,-0.61704,-0.059548,0.26156,-1.6354,1
1,0.58277,0.61629,-0.98662,-1.7046,1
0,-0.29664,-0.33917,-0.32533,-1.7013,1
0,0.20792,-1.6591,0.48828,-1.7015,1
1,-0.11929,1.6929,2.8643,-1.5176,1
0,-0.68047,-0.69998,1.5731,-1.4141,1
0,-0.74579,-0.071871,0.24373,-1.346,1
0,-0.67088,0.039863,-0.31996,-1.3455,1
0,-0.82331,1.3613,0.88768,-1.2683,1
0,-0.51856,-1.9084,2.8015,-1.0545,1
0,-0.85515,-1.5271,-0.32692,-1.0573,1
0,-1.4558,-1.5914,-0.96446,-1.0568,1
0,-1.6009,-0.19596,0.97515,-1.0568,1
0,-1.8416,-0.87087,0.095696,-1.0568,1
0,-1.541,-1.7252,0.22015,-1.0568,1
0,-1.6829,-1.683,-0.47003,-1.0568,1
0,-0.83181,-1.7221,-1.2744,-1.0568,1
0,-0.44099,-1.1481,-0.18185,-1.0568,1
0,-0.14974,0.1539,0.71007,-1.0568,1
0,-1.0718,0.42065,-1.1109,-1.0576,1
1,-0.53022,1.1324,-0.20463,-1.0592,1
0,0.19696,-1.4667,1.6063,-0.96069,1
1,-0.50968,0.38574,0.83011,-0.94113,1
0,-0.3479,-0.80244,0.73442,-0.85153,1
0,-1.0031,-1.0638,-0.81517,-0.84646,1
0,-1.1508,0.36351,1.0064,-0.84644,1
0,-1.3527,1.0475,0.14928,-0.75603,1
1,-1.0502,1.6965,-0.0016483,-0.76383,1
0,-1.9328,-1.8515,2.4469,-0.48073,1
0,-1.5843,-2.0591,-0.52631,-0.47801,1
1,-1.5679,-1.1228,0.62901,-0.4786,1
0,-1.0993,1.677,2.1133,-0.27251,1
0,-1.1943,-0.61846,1.9954,-0.12668,1
0,-1.5496,-0.6439,-0.72912,-0.12701,1
0,-1.6833,0.17755,0.37357,-0.12713,1
0,-0.5979,-1.1824,-0.12492,-0.069691,1
